Age,NumberOfDependents,EducationLevel,MaritalStatus,HomeOwnership,ResidencyYears,State,NumberOfDependentsUnder18,EmploymentStatus,EmploymentLengthYears,EmployerType,JobCategory,AnnualIncome,MonthlyGrossIncome,SecondaryMonthlyIncome,TotalMonthlyIncome,IncomeVerified,YearsAtCurrentEmployer,SavingsBalance,CheckingBalance,InvestmentPortfolioValue,PropertyValue,VehicleValue,TotalAssets,MortgageOutstandingBalance,AutoLoanOutstandingBalance,StudentLoanOutstandingBalance,CreditHistoryLengthMonths,NumberOfOpenAccounts,NumberOfCreditCards,TotalCreditLimit,RevolvingUtilizationRate,NumberOfLatePayments30Days,NumberOfLatePayments60Days,NumberOfLatePayments90Days,NumberOfChargeOffs,NumberOfCollections,NumberOfBankruptcies,NumberOfPublicRecords,NumberOfHardInquiries12Mo,NumberOfHardInquiries24Mo,OldestAccountAgeMonths,AverageAccountAgeMonths,NumberOfSatisfactoryAccounts,DebtToIncomeRatio,RequestedLoanAmount,LoanPurpose,RequestedTermMonths,HasCoApplicant,CollateralType,CollateralValue,LoanToIncomeRatio,MonthlyPaymentEstimate,PaymentToIncomeRatio,PreviousLoanWithBank,RiskTier,InterestRate
39,1,Some College,Married,Rent,6.8,Great Plains,1,Full-Time,4.3,Corporate,Technical,43911.0,7099.85,,7099.85,1,2.0,8327.35,1457.88,0.0,0.0,18128.71,27913.94,0.0,3948.23,,206.0,9,3,49196.9,0.1491,0,0,0,0,0,0.0,0.0,1.0,2,206,61,7,0.2131,8700.0,Home Improvement,36,0,Vehicle,,0.1981,291.98,0.0411,1,1,4.99
27,0,Master,Single,Rent,1.3,Mid-Atlantic,0,Self-Employed,6.7,Corporate,Professional,73655.22,50000.0,0.0,50000.0,1,1.5,1831.52,351.91,19851.13,0.0,,22034.56,0.0,0.0,,69.0,4,0,18535.45,0.3126,0,0,0,0,0,0.0,0.0,1.0,3,88,88,4,0.1303,16400.0,Debt Consolidation,36,0,Vehicle,,0.2227,447.53,0.009,0,0,6.97
28,2,HS Diploma,Married,Rent,0.7,Great Plains,1,Full-Time,24.6,SME,Technical,36875.37,16250.95,0.0,16250.95,1,18.2,31538.57,5554.4,0.0,,53832.28,90925.25,,20014.71,94139.5,247.0,11,4,63279.7,0.31,0,0,0,0,0,0.0,0.0,1.0,2,247,74,6,0.3117,37200.0,Education,24,0,None,,1.0088,1103.71,0.0679,0,1,4.99
41,0,HS Diploma,Single,Mortgage,20.4,Alaska/Hawaii,0,Full-Time,0.6,Corporate,Technical,47080.85,25349.72,0.0,25349.72,0,0.6,7022.7,2573.54,39849.07,158345.53,26308.79,234099.63,0.0,6955.33,0.0,112.0,7,3,16656.32,0.195,1,1,0,0,0,0.0,4.0,1.0,2,372,168,5,0.3183,27100.0,Education,48,0,None,,0.5756,1141.04,0.045,0,3,4.99
28,1,Some College,Single,Mortgage,3.3,Mid-Atlantic,0,Retired,5.1,Corporate,Technical,70439.8,50000.0,3830.39,53830.39,1,3.3,3700.92,572.65,0.0,,,4273.57,0.0,0.0,7357.33,78.0,6,5,37138.71,0.4453,0,0,0,0,0,0.0,1.0,3.0,3,162,146,1,0.3375,89500.0,Debt Consolidation,60,1,Property,,1.2706,1189.84,0.0221,1,2,4.99
31,0,No Diploma,Single,Mortgage,1.7,Mid-Atlantic,0,Full-Time,0.8,Non-Profit,Professional,15000.0,9604.07,,9604.07,1,0.8,3867.78,2775.52,,0.0,,14274.54,,4549.6,10119.83,517.0,8,1,26007.71,0.4334,0,0,0,0,0,0.0,0.0,2.0,2,522,359,8,0.0503,19400.0,Debt Consolidation,36,0,None,,1.2933,570.35,0.0594,0,0,4.99
46,3,HS Diploma,Single,Rent,9.7,Pacific Coast,1,Full-Time,2.6,Government,Technical,27017.68,6952.59,3406.98,10359.57,1,2.4,15606.24,3553.91,,0.0,,19160.15,,,,531.0,13,4,84614.71,0.677,1,0,0,0,2,1.0,0.0,6.0,6,531,263,10,0.6199,35300.0,Personal,36,1,Property,0.0,1.3066,1330.67,0.1284,0,4,10.96
53,2,Bachelor,Single,Mortgage,17.4,Alaska/Hawaii,0,Full-Time,6.2653,Corporate,Manual,73530.05,29627.39,7175.4,36802.79,0,4.3,25523.06,1365.62,,,34559.56,297371.94,0.0,5341.68,,139.0,6,2,25050.71,0.3646,0,0,0,0,0,2.0,5.0,0.0,0,233,178,4,0.3754,12900.0,Other,36,1,Property,41294.47,0.1754,528.92,0.0144,0,3,6.41
32,1,Some College,Married,Mortgage,0.1,Pacific Coast,0,Self-Employed,3.3,Corporate,Professional,91783.63,50000.0,0.0,50000.0,1,1.2,14504.9,5477.32,,193946.76,11944.54,225873.52,298638.62,0.0,0.0,102.0,5,1,,0.4646,0,0,0,0,0,0.0,0.0,1.0,1,170,119,5,0.3024,16400.0,Debt Consolidation,60,1,None,,0.1787,2205.67,0.0441,0,1,4.99
31,2,Bachelor,Single,Own,16.1,Northwest,1,Part-Time,10.4,SME,Management,45985.99,15788.38,0.0,15788.38,0,4.0,8328.08,5426.16,0.0,0.0,23379.87,37134.11,,4620.13,,136.0,10,6,17198.45,0.2699,0,0,0,0,0,0.0,0.0,1.0,1,136,42,6,0.196,38200.0,Home Improvement,60,0,None,,0.8307,1099.38,0.0696,1,1,7.66
40,0,Bachelor,Married,Own,10.2,Alaska/Hawaii,0,Full-Time,4.8,Self,Service,25174.6,13246.14,0.0,13246.14,0,1.7,649.66,1734.19,0.0,0.0,6405.37,8789.22,,0.0,0.0,156.0,4,3,15738.2,0.1607,0,0,0,0,0,0.0,0.0,0.0,0,435,242,2,0.618,9300.0,Debt Consolidation,36,0,None,,0.3694,234.82,0.0177,1,1,4.99
28,2,Bachelor,Married,Rent,3.9,Mountain West,0,Full-Time,7.6,Government,Professional,82620.33,42997.87,,42997.87,1,2.6,24437.93,1162.3,86193.3,0.0,0.0,111793.53,,0.0,36282.74,59.0,7,2,51500.75,0.1559,0,0,0,0,0,0.0,1.0,2.0,6,59,22,5,0.116,19100.0,Education,48,0,None,,0.2312,418.26,0.0097,1,1,4.99
43,0,Master,Single,Mortgage,5.3,Southwest,0,Full-Time,4.0,Corporate,Sales,108441.2,39453.32,0.0,39453.32,1,1.4,8859.41,4843.79,,196469.31,14262.61,228391.32,0.0,0.0,,321.0,6,2,52516.81,0.4447,0,0,0,0,0,,0.0,0.0,0,461,296,5,0.0672,15600.0,Medical,36,0,None,,0.1439,862.23,0.0219,0,0,8.26
61,2,Bachelor,Married,Mortgage,3.1,Northeast,2,Part-Time,12.6,SME,Service,23604.84,13626.12,1191.2,14817.32,1,3.8,7050.93,1455.27,0.0,86723.26,7077.74,102307.2,48552.2,0.0,,558.0,9,4,56329.21,0.2673,1,0,0,0,0,0.0,0.0,0.0,0,580,376,6,0.2396,1800.0,Debt Consolidation,60,0,Vehicle,12144.7,0.0763,327.04,0.0221,1,2,9.39
38,4,HS Diploma,Married,Living with Family,19.7,Pacific Coast,2,Part-Time,3.0,Government,Technical,145617.62,50000.0,,51402.61,0,2.4,16141.64,13725.66,,,25029.93,95385.79,0.0,9137.07,8004.75,20.0,5,2,99762.25,0.3585,1,0,0,0,0,0.0,0.0,0.0,1,82,69,1,0.2714,22600.0,Other,48,0,None,,0.1552,870.19,0.0169,0,0,4.99
32,0,Bachelor,Married,Rent,7.9,Mid-Atlantic,0,Full-Time,10.9,Self,Professional,65294.8,50000.0,,50000.0,1,4.9,10423.87,2564.57,0.0,,11437.59,24426.03,0.0,,,131.0,9,2,98449.66,0.6617,1,0,0,0,1,0.0,0.0,3.0,4,131,39,6,0.1422,7100.0,Debt Consolidation,24,0,Vehicle,0.0,0.1087,288.62,0.0058,0,3,5.16
47,0,Bachelor,Married,Mortgage,11.7,Pacific Coast,0,Self-Employed,20.3,SME,Sales,15000.0,8540.33,,8540.33,0,9.1,2423.68,517.32,,0.0,35170.84,38111.84,0.0,0.0,,189.0,7,3,20028.35,0.4273,1,1,0,0,1,0.0,0.0,2.0,3,234,191,5,0.1213,23100.0,Debt Consolidation,24,0,None,,1.54,285.46,0.0334,0,3,8.25
33,1,Master,Single,Own,3.3,Mid-Atlantic,1,Full-Time,9.0,Self,Sales,60822.05,32521.75,0.0,32521.75,1,3.4,12395.82,2936.42,0.0,185004.21,0.0,200336.45,0.0,,,222.0,7,4,98892.02,0.562,0,0,0,0,0,0.0,0.0,2.0,2,281,186,2,0.297,100000.0,Home Improvement,60,0,Vehicle,0.0,1.6441,1263.35,0.0388,1,2,7.25
50,3,Some College,Married,Mortgage,2.4,Mid-Atlantic,1,Full-Time,2.4,Corporate,Manual,84358.03,50000.0,0.0,50000.0,1,2.0,10649.09,3685.43,283490.26,135362.3,12258.05,445445.13,122264.14,0.0,,76.0,4,2,5071.12,0.5106,1,1,0,0,0,,0.0,1.0,1,367,224,4,0.0456,11500.0,Auto,36,0,Property,0.0,0.1363,171.5,0.0034,1,2,4.99
40,2,Some College,Married,Rent,3.9,Northwest,0,Self-Employed,2.3,SME,Sales,44962.72,46376.13,0.0,46376.13,1,1.5,802.07,1966.47,0.0,,,43970.76,0.0,26724.18,10945.8,265.0,5,2,16645.31,0.2129,0,0,0,0,0,1.0,5.0,0.0,3,456,298,5,0.1553,6400.0,Auto,48,0,None,0.0,0.1423,521.19,0.0112,1,3,10.94
47,0,HS Diploma,Single,Mortgage,4.8,Southwest,0,Full-Time,3.9,Government,Management,32631.86,50000.0,0.0,50000.0,1,3.2,11840.89,3403.64,0.0,0.0,8488.93,23733.46,0.0,0.0,,361.0,5,3,10127.29,0.4146,0,0,0,0,0,0.0,0.0,5.0,5,527,350,5,0.2126,51400.0,Debt Consolidation,60,0,None,,1.5751,1192.61,0.0239,0,2,7.1
40,2,HS Diploma,Single,Mortgage,4.2,Northwest,1,Full-Time,2.1,Self,Service,54359.38,20649.23,,20649.23,0,1.3,4190.37,14340.87,141544.33,181422.95,11331.12,352829.64,294743.64,,70619.96,67.0,3,0,13136.31,0.198,0,0,0,0,0,0.0,2.0,0.0,3,321,206,3,0.3015,2900.0,Auto,60,0,Property,10200.55,0.0533,328.5,0.0159,0,1,4.99
33,2,Bachelor,Single,Mortgage,1.0,Mid-Atlantic,0,Self-Employed,2.2,Corporate,Manual,53926.09,16978.36,0.0,16978.36,1,1.9,2043.17,2245.36,0.0,220216.75,,231503.62,19444.47,0.0,18857.94,433.0,9,4,32570.57,0.052,0,0,0,0,0,0.0,1.0,1.0,2,484,283,5,0.2533,34400.0,Home Improvement,60,0,Other,74558.79,0.6379,2321.73,0.1367,1,2,4.99
49,1,Bachelor,Divorced,Own,11.2,Southwest,0,Full-Time,5.4,Government,Manual,87077.01,23770.23,,23770.23,0,2.8,8656.09,1552.07,118454.74,276440.78,23133.88,428237.56,0.0,12476.62,,363.0,7,2,87528.23,0.3086,0,0,0,0,0,1.0,2.0,2.0,4,363,247,4,0.1667,40000.0,Home Improvement,36,0,None,,0.4594,1775.47,0.0747,0,3,4.99
41,2,HS Diploma,Married,Rent,0.2,Northwest,1,Part-Time,1.3,SME,Sales,21724.97,15429.14,,15429.14,0,1.3,2356.35,786.7,,,,6294.08,,,0.0,565.0,11,5,62850.22,0.7236,1,1,1,1,0,1.0,0.0,2.0,2,565,345,7,0.6527,79000.0,Business,36,1,None,0.0,3.6364,1786.13,0.1158,0,4,20.6
43,1,Bachelor,Single,Rent,6.4,Alaska/Hawaii,1,Full-Time,8.3,Self,Management,21883.62,15218.73,0.0,15218.73,1,3.5,6905.07,5612.89,0.0,,15753.74,28271.7,,,,24.0,3,2,4967.41,0.3855,2,1,1,1,0,0.0,0.0,1.0,3,217,178,3,0.165,13800.0,Auto,36,0,Vehicle,9780.45,0.6306,1225.78,0.0805,1,4,7.51
45,2,Bachelor,Single,Rent,0.7,Mountain West,1,Full-Time,20.5,Corporate,Technical,116760.11,43191.65,8000.0,51191.65,0,10.4,6895.48,5197.46,4697.57,,33468.23,50258.74,,,,407.0,12,6,111702.08,0.3419,1,1,1,1,0,0.0,0.0,1.0,2,407,192,5,0.0317,89100.0,Personal,60,0,Other,133567.19,0.7631,6816.02,0.1331,0,4,6.66
74,2,Some College,Divorced,Rent,3.8,Southeast,0,Part-Time,3.6,SME,Management,173134.98,34958.61,0.0,34958.61,0,2.3,25550.54,23097.43,,,4662.27,170685.85,0.0,,,598.0,13,5,166589.02,0.2463,0,0,0,0,0,0.0,0.0,1.0,1,598,397,9,0.1334,12000.0,Other,60,1,None,0.0,0.0693,487.32,0.0139,0,0,5.45
43,1,Some College,Single,Rent,0.2,Great Plains,1,Part-Time,8.6,Government,Technical,31470.57,10428.85,,12023.26,1,4.7,14135.19,2116.39,,,0.0,16251.58,,0.0,21627.02,491.0,9,1,35807.82,0.1755,0,0,0,0,0,0.0,0.0,2.0,4,491,275,9,0.1546,5700.0,Education,36,0,None,,0.1811,102.81,0.0086,1,0,4.99
38,2,Some College,Divorced,Rent,0.8,Midwest,2,Retired,2.8,SME,Service,68308.08,50000.0,,50000.0,1,2.2,4712.87,9841.51,0.0,,15875.99,30430.37,0.0,0.0,,466.0,12,8,200000.0,0.481,0,0,0,0,0,0.0,0.0,0.0,0,466,270,3,0.1065,12200.0,Medical,48,0,None,,0.1786,1124.29,0.0225,0,0,4.99
35,0,Master,Widowed,Rent,0.7,Alaska/Hawaii,0,Full-Time,10.8,Corporate,Service,45741.35,20626.78,,20626.78,0,3.6,8683.54,2611.84,0.0,,17142.29,28437.67,,0.0,0.0,208.0,4,1,27051.72,0.702,0,0,0,0,0,0.0,0.0,3.0,3,426,197,4,0.0726,18400.0,Debt Consolidation,84,0,None,,0.4023,2298.73,0.1114,0,2,5.43
31,0,Bachelor,Married,Rent,2.1,Southeast,0,Full-Time,16.5,Self,Technical,46896.0,19010.17,0.0,19010.17,1,7.3,1284.3,903.24,,,,25077.01,,0.0,32940.75,256.0,12,6,18605.28,0.2462,0,0,0,0,0,0.0,0.0,3.0,5,256,76,9,0.1416,10100.0,Personal,60,0,Vehicle,9938.24,0.2154,411.26,0.0216,0,0,8.19
45,1,HS Diploma,Single,Living with Family,14.8,Alaska/Hawaii,0,Full-Time,11.8,SME,Service,15086.03,16367.68,1534.06,17901.74,1,7.5,914.95,2664.01,,,,5345.77,,0.0,0.0,79.0,2,0,21651.59,0.5559,1,1,1,1,0,0.0,0.0,0.0,1,345,234,2,0.6099,28100.0,Education,36,0,None,,1.8627,1568.56,0.0876,0,4,17.72
33,0,Some College,Divorced,Living with Family,3.7,Mid-Atlantic,0,Full-Time,1.8,SME,Sales,106086.6,43708.6,,45714.92,0,1.8,982.52,6970.3,69691.05,0.0,10864.1,88507.97,,,13317.1,,12,3,60386.99,0.3979,0,0,0,0,0,0.0,0.0,1.0,3,509,207,11,0.228,2400.0,Home Improvement,36,0,None,,0.0226,188.53,0.0041,0,0,4.99
45,0,Master,Divorced,Own,3.6,Pacific Coast,0,Unemployed,8.5,Corporate,Sales,51893.32,18761.8,0.0,18761.8,0,2.4,4463.02,1961.33,53590.62,,0.0,195974.36,0.0,3819.05,,421.0,9,5,26536.57,0.4291,1,0,0,0,0,0.0,0.0,5.0,5,465,338,6,0.2599,12100.0,Home Improvement,24,1,Vehicle,0.0,0.2332,773.92,0.0412,0,3,8.27
55,1,HS Diploma,Married,Rent,3.7,Southeast,1,Unemployed,8.7,Corporate,Technical,60333.53,47635.33,0.0,47635.33,1,5.4,46160.84,2587.75,33909.45,,,126101.44,0.0,13400.57,,445.0,9,2,142167.94,0.3564,0,0,0,0,0,0.0,0.0,1.0,1,445,228,6,0.4463,33200.0,Medical,48,0,Vehicle,0.0,0.5503,803.86,0.0169,0,0,6.29
38,2,Bachelor,Single,Own,2.1,Alaska/Hawaii,1,Self-Employed,12.3,Corporate,Service,105610.07,43791.63,0.0,43791.63,1,6.6,21035.28,8050.39,,761890.67,8633.25,811245.46,0.0,7580.56,0.0,7.0,3,1,5908.13,0.6555,2,1,0,0,1,0.0,0.0,3.0,3,66,22,3,0.1172,32800.0,Auto,60,1,None,0.0,0.3106,793.55,0.0181,0,4,6.86
33,2,Bachelor,Single,Living with Family,2.3,Southwest,0,Full-Time,3.8,SME,Management,29511.53,9310.31,1890.95,11201.26,1,1.5,5948.04,1446.29,0.0,,19507.52,26901.85,0.0,0.0,,306.0,6,2,15813.83,0.332,0,0,0,0,0,0.0,0.0,0.0,1,407,229,6,0.327,3300.0,Debt Consolidation,12,0,None,,0.1118,160.16,0.0143,0,1,4.99
21,1,Some College,Married,Mortgage,2.7,Midwest,0,Unemployed,,Non-Profit,Manual,29481.64,13988.86,0.0,13988.86,0,1.0,5203.5,3331.12,,168752.65,19484.35,196771.62,0.0,4885.39,,89.0,8,3,27117.23,0.3575,0,0,0,0,0,,0.0,0.0,0,105,88,4,0.119,31400.0,Debt Consolidation,60,1,Vehicle,9292.65,1.0651,945.47,0.0676,0,2,6.04
26,3,Some College,Married,Rent,0.4,Mountain West,0,Part-Time,1.4,Corporate,Professional,58250.19,15322.2,,16696.5,1,0.5,9376.26,3489.44,,,21666.02,48592.86,0.0,,,356.0,11,3,200000.0,0.8575,1,1,0,0,0,0.0,1.0,7.0,7,356,168,5,0.2168,41500.0,Medical,48,0,None,,0.7124,2065.21,0.1237,1,4,12.21
28,1,HS Diploma,Married,Rent,0.1,Northeast,0,Full-Time,19.4,SME,Professional,32905.59,19315.4,1011.1,20326.5,1,13.9,13978.8,5668.47,,0.0,,19647.27,,,,181.0,8,3,20819.91,0.519,0,0,0,0,1,0.0,0.0,1.0,3,181,64,6,0.3002,2300.0,Debt Consolidation,60,0,None,,0.0699,354.33,0.0174,0,3,9.45
53,1,Bachelor,Married,Rent,14.3,Mid-Atlantic,0,Part-Time,2.6,Self,Service,30937.69,23107.57,0.0,23107.57,0,0.8,2983.98,3846.61,,,,35241.2,,0.0,,408.0,11,4,20251.74,0.521,2,1,1,0,0,0.0,0.0,1.0,1,408,172,11,0.6197,4800.0,Personal,36,1,None,,0.1552,259.15,0.0112,0,4,15.76
31,0,Master,Single,Own,3.5,Pacific Coast,0,Part-Time,0.8,Corporate,Service,37922.97,24161.84,0.0,24161.84,0,0.0,2448.81,665.37,,,6847.43,627377.2,0.0,0.0,,224.0,6,0,33563.67,0.3692,0,0,0,0,0,0.0,0.0,0.0,1,224,172,6,0.5496,21800.0,Medical,60,1,Savings Account,43596.87,0.5748,3549.57,0.1469,0,2,6.0
31,1,Some College,Single,Mortgage,1.3,Northeast,0,Full-Time,1.2,Government,Management,26256.36,15139.05,0.0,15139.05,0,0.8,1542.48,1315.23,0.0,,30353.5,33211.21,136091.92,16289.3,,374.0,11,7,115053.72,0.1512,0,0,0,0,1,0.0,0.0,0.0,0,408,240,2,0.3718,13300.0,Personal,60,0,None,,0.5065,1727.41,0.1141,1,3,4.99
33,0,Bachelor,Divorced,Rent,7.3,Mountain West,0,Self-Employed,3.0,Corporate,Professional,42967.4,32200.5,0.0,32200.5,0,0.6,48227.81,1794.87,,,,66562.8,,,,326.0,7,3,47265.04,0.5338,0,0,0,0,2,2.0,0.0,2.0,2,354,226,5,0.6221,24100.0,Home Improvement,48,1,None,,0.5609,471.93,0.0147,1,4,4.99
51,2,HS Diploma,Widowed,Mortgage,11.9,Northeast,0,Self-Employed,3.0,Corporate,Technical,59190.79,50000.0,650.42,50650.42,1,1.8,2907.8,1404.75,2045.99,0.0,,6358.54,,0.0,,484.0,9,1,117385.92,0.4914,0,0,0,0,0,,0.0,0.0,0,484,216,8,0.3404,22900.0,Debt Consolidation,36,0,None,0.0,0.3869,1002.67,0.0198,0,0,5.27
37,0,Bachelor,Married,Mortgage,2.7,Midwest,0,Full-Time,6.7,Corporate,Service,26068.48,20387.61,0.0,20387.61,0,3.2,7738.83,913.89,,0.0,14259.34,58983.19,0.0,7984.32,,368.0,11,6,41513.91,0.3918,1,0,0,0,0,0.0,0.0,1.0,2,368,248,5,0.1958,2900.0,Medical,36,0,Vehicle,0.0,0.1112,187.83,0.0092,0,2,4.99
45,0,HS Diploma,Single,Mortgage,2.3,Southeast,0,Self-Employed,6.8,SME,Service,65023.13,20071.02,,21272.18,0,5.5,2396.76,2971.67,0.0,0.0,50769.96,56138.39,,0.0,0.0,563.0,14,3,200000.0,0.1366,0,0,0,0,0,0.0,0.0,3.0,8,563,238,7,0.4045,9500.0,Education,36,0,None,,0.1461,672.55,0.0316,1,2,4.99
46,1,HS Diploma,Married,Mortgage,3.8,Mid-Atlantic,1,Part-Time,1.9,Non-Profit,Manual,48930.39,35486.62,0.0,35486.62,1,1.9,2314.84,3424.91,0.0,,57061.18,225616.63,0.0,6093.76,,472.0,11,6,72157.36,0.5276,1,1,0,0,0,0.0,0.0,3.0,6,472,296,5,0.1127,8200.0,Debt Consolidation,36,0,None,,0.1676,403.64,0.0114,1,2,8.47
49,1,Some College,Widowed,Mortgage,4.2,Midwest,0,Self-Employed,6.1,Self,Sales,152916.96,50000.0,,50000.0,1,5.5,6286.64,11820.73,179803.79,187579.13,,430746.14,,,,318.0,7,2,26635.46,0.4874,0,0,0,0,0,0.0,1.0,9.0,9,409,264,7,0.3081,29700.0,Debt Consolidation,84,0,Savings Account,29414.96,0.1942,715.49,0.0143,0,4,5.7
54,0,Master,Single,Living with Family,23.0,Northwest,0,Full-Time,7.4,SME,Sales,27945.76,17795.95,0.0,17795.95,1,3.0,1180.58,1494.55,0.0,,,15115.51,,,,512.0,7,4,81698.43,0.7254,1,0,0,1,1,1.0,0.0,1.0,3,544,374,3,0.1255,3700.0,Home Improvement,60,0,Property,18279.17,0.1324,545.22,0.0306,0,4,10.82
21,1,HS Diploma,Married,Mortgage,2.3,Southeast,1,Full-Time,0.6,SME,Professional,39668.04,10422.03,0.0,10422.03,1,0.4,12766.75,836.55,0.0,105976.73,11486.74,131066.77,35815.79,0.0,,73.0,8,1,107184.5,0.2653,0,0,0,0,0,0.0,1.0,3.0,4,75,41,5,0.6099,17600.0,Personal,36,0,None,,0.4437,737.33,0.0707,0,3,4.99
63,0,Master,Single,Rent,1.9,Midwest,0,Part-Time,40.0,Corporate,Manual,86795.13,50000.0,2286.7,52286.7,1,22.6765,17619.39,6920.72,0.0,,,67271.4,,15992.44,,460.0,6,2,48011.5,0.5324,1,0,0,1,0,0.0,0.0,1.0,3,519,340,6,0.2192,20300.0,Medical,36,0,None,0.0,0.2339,2036.55,0.0389,1,4,9.21
30,0,PhD,Single,Rent,0.1,Midwest,0,Full-Time,4.0,SME,Sales,35887.7,16434.79,0.0,16434.79,1,0.5,7156.85,1722.12,17548.56,,,40126.65,0.0,,,157.0,4,3,7695.91,0.7324,2,0,0,0,0,0.0,0.0,7.0,8,443,316,2,0.3006,29400.0,Auto,36,0,None,,0.8192,1339.22,0.0815,0,4,10.17
52,6,HS Diploma,Single,Rent,4.7,Great Plains,2,Full-Time,0.0,Corporate,Manual,46852.5,32541.86,,32541.86,1,0.0,7148.27,3941.66,,,12601.96,112505.19,,,,266.0,3,1,12971.58,0.2487,0,0,0,0,0,0.0,1.0,0.0,0,504,311,3,0.3143,6700.0,Debt Consolidation,84,1,Vehicle,0.0,0.143,866.05,0.0266,0,0,4.99
58,2,Master,Married,Mortgage,6.0,Southwest,0,Full-Time,36.2,Non-Profit,Service,39210.87,20901.44,3390.56,24292.0,1,14.6,13276.79,1242.34,0.0,0.0,,36480.58,0.0,14839.39,,391.0,7,0,87205.15,0.3433,0,0,0,0,0,1.0,1.0,0.0,4,391,145,7,0.1045,9400.0,Debt Consolidation,12,0,Property,,0.2397,232.12,0.0096,0,3,7.44
29,1,Some College,Single,Mortgage,0.5,Northeast,0,Full-Time,9.1,Corporate,Service,18413.3,24983.36,0.0,24983.36,0,5.4,3677.95,553.51,,,57478.69,61710.15,,12658.5,,360.0,11,3,51717.83,0.4312,0,0,0,0,0,0.0,,2.0,6,360,108,9,0.3576,3900.0,Business,36,0,None,,0.2118,392.23,0.0157,0,1,4.99
50,1,Bachelor,Married,Rent,5.4,Great Plains,1,Part-Time,20.6,Corporate,Sales,53712.9,8332.76,0.0,8332.76,1,11.7,21058.41,2464.74,84307.2,0.0,0.0,107830.35,0.0,0.0,,384.0,10,4,54882.96,0.3149,0,0,0,0,0,0.0,0.0,1.0,1,384,155,7,0.1673,32100.0,Debt Consolidation,36,0,Property,,0.5976,1359.59,0.1632,1,1,6.43
27,1,HS Diploma,Married,Rent,1.3,Pacific Coast,0,Self-Employed,1.1,Self,Sales,15000.0,9306.74,,10187.78,0,1.0,747.11,2679.95,0.0,0.0,14470.4,17897.46,0.0,,,285.0,7,7,,0.5294,0,0,0,0,0,0.0,0.0,2.0,2,427,278,2,0.3249,27900.0,Auto,60,0,None,,1.86,1911.11,0.1876,1,3,4.99
29,0,Some College,Married,Mortgage,2.9,Mid-Atlantic,0,Retired,3.7,SME,Sales,44258.12,14684.55,0.0,14684.55,0,3.4,10290.8,4828.34,18272.36,0.0,,52362.54,0.0,11424.73,,35.0,5,2,33148.5,0.3237,1,1,1,1,1,0.0,0.0,0.0,0,134,87,2,0.2604,31000.0,Other,48,0,None,,0.7004,1438.78,0.098,0,4,11.16
46,0,Master,Single,Mortgage,2.1,Alaska/Hawaii,0,Retired,25.2,Corporate,Sales,70014.39,14731.13,,14731.13,1,11.9,17300.01,2553.03,38367.43,0.0,,60670.69,0.0,2858.69,,414.0,9,4,53581.51,0.0484,0,0,0,0,0,0.0,2.0,1.0,2,502,243,5,0.4276,10800.0,Auto,24,0,Other,11454.05,0.1543,434.5,0.0295,0,2,6.52
34,0,Some College,Divorced,Mortgage,9.3,Pacific Coast,0,Unemployed,3.7,SME,Professional,18368.11,26429.78,,33717.13,0,1.0,7258.18,2003.74,0.0,,6445.75,15707.67,0.0,0.0,11401.88,271.0,8,3,5347.65,0.1839,0,0,0,0,0,0.0,0.0,0.0,3,271,246,8,0.3429,3700.0,Personal,60,1,Vehicle,0.0,0.2014,1034.41,0.0307,0,1,5.93
44,0,Bachelor,Widowed,Living with Family,19.3,Southwest,0,Full-Time,,Corporate,Sales,25169.08,21578.68,825.16,22403.84,1,0.8,1789.73,3502.52,,,0.0,5292.25,,0.0,,410.0,5,2,12973.48,0.5408,0,0,0,0,0,0.0,0.0,0.0,1,481,375,5,0.008,4400.0,Debt Consolidation,36,0,None,,0.1748,351.02,0.0157,0,0,6.14
46,0,HS Diploma,Single,Mortgage,2.1,Mountain West,0,Full-Time,3.4,Self,Professional,250640.53,50000.0,0.0,50000.0,1,3.0,10911.25,63647.65,95799.3,0.0,0.0,170358.2,0.0,,,231.0,1,1,28433.32,0.1148,0,0,0,0,0,0.0,0.0,1.0,5,578,379,1,0.5177,3800.0,Home Improvement,36,0,None,,0.0152,368.78,0.0074,0,0,4.99
55,0,No Diploma,Married,Rent,3.0,Mid-Atlantic,0,Self-Employed,1.3,Corporate,Professional,188082.15,50000.0,,50000.0,1,1.3,19842.12,3513.45,279046.88,,,311477.04,0.0,0.0,,356.0,7,2,45180.53,0.2093,0,0,0,0,0,0.0,0.0,3.0,4,480,325,6,0.1461,84600.0,Education,60,0,Property,7772.88,0.4498,901.88,0.018,0,0,4.99
30,1,Some College,Married,Mortgage,1.5,Southeast,0,Full-Time,1.4,Corporate,Manual,86097.79,30646.57,764.24,31410.81,0,1.4,7210.61,2976.6,0.0,50778.65,0.0,60965.86,0.0,,,189.0,5,4,31556.51,0.0333,0,0,0,0,0,0.0,0.0,2.0,8,368,232,1,0.5124,9200.0,Other,24,0,None,,0.1069,885.15,0.0282,0,1,8.7
